company_id,name,name_ja,industry_code,isin,website
1029,"KITAGAWA SEIKI CO.,LTD.",北川精機株式会社,3600,,
1030,"EBARA JITSUGYO CO.,LTD.",荏原実業株式会社,3600,,
1031,Takatori Corporation,株式会社タカトリ,3600,,
1032,"TVE CO.,Ltd.",株式会社ＴＶＥ,3600,,
1033,"SEIKOH GIKEN Co.,Ltd.",株式会社　精工技研,3650,,
1034,OIZUMI Corporation,株式会社オーイズミ,3600,,
1035,"SHOWA SHINKU CO.,LTD.",株式会社昭和真空,3600,,
1036,"KANEMATSU ENGINEERING CO.,LTD.",兼松エンジニアリング株式会社,3600,,
1037,"TAKEUCHI MFG.CO.,LTD.",株式会社竹内製作所,3600,,
1038,"Suzumo Machinery Co., Ltd.",鈴茂器工株式会社,3600,,
1039,"MODEC,INC.",三井海洋開発株式会社,3600,,
1040,Nabtesco Corporation,ナブテスコ株式会社,3600,JP3651210001,
1041,"HEPHAIST CO.,LTD.",ヒーハイスト株式会社,3600,,
1042,Myotoku Ltd.,株式会社妙徳,3600,,
1043,"NS TOOL CO.,LTD.",日進工具株式会社,3600,,
1044,ESTIC CORPORATION,株式会社エスティック,3600,,
1045,"PEGASUS SEWING MACHINE MFG. CO., LTD.",ペガサスミシン製造株式会社,3600,,
1046,HIRATA Corporation,平田機工株式会社,3600,,
1047,NPC Incorporated,株式会社エヌ・ピー・シー,3600,,
1048,"Nomura Micro Science Co.,Ltd.",野村マイクロ・サイエンス株式会社,3600,,
1049,"Hitachi, Ltd.",株式会社日立製作所,3650,JP3788600009,
1050,TOSHIBA CORPORATION,株式会社　東芝,3650,JP3592200004,
1051,Mitsubishi Electric Corporation,三菱電機株式会社,3650,JP3902400005,
1052,"FUJI ELECTRIC CO., LTD.",富士電機株式会社,3650,JP3820000002,
1053,YASKAWA Electric Corporation,株式会社安川電機,3650,JP3932000007,
1054,,東洋電機製造株式会社,3650,,
1055,"SINFONIA TECHNOLOGY CO., LTD.",シンフォニアテクノロジー株式会社,3650,,
1056,MEIDENSHA CORPORATION,株式会社明電舎,3650,JP3919800007,
1057,"Nissin Electric Co., Ltd.",日新電機株式会社,3650,,
1058,"Togami Electric Mfg. Co.,Ltd.",株式会社戸上電機製作所,3650,,
1059,"AICHI ELECTRIC CO.,LTD.",愛知電機株式会社,3650,,
1060,DAIHEN CORPORATION,株式会社ダイヘン,3650,,
1061,"Origin Company, Limited",株式会社オリジン,3650,,
1062,"Osaki Electric Co.,Ltd.",大崎電気工業株式会社,3650,,
1063,"Sanoh Industrial Co.,Ltd.",三櫻工業株式会社,3700,,
1064,KAWADEN CORPORATION,株式会社かわでん,3650,,
1065,OMRON CORPORATION,オムロン株式会社,3650,JP3197800000,
1066,SHIBAURA MECHATRONICS CORPORATION,芝浦メカトロニクス株式会社,3650,,
1067,"Denyo Co.,Ltd.",デンヨー株式会社,3650,,
1068,NITTO KOGYO CORPORATION,日東工業株式会社,3650,,
1069,"SEIKO ELECTRIC CO., LTD.",株式会社正興電機製作所,3650,,
1070,"TEIKOKU ELECTRIC MFG.CO.,LTD.",株式会社帝国電機製作所,3600,,
1071,"TERASAKI ELECTRIC CO.,LTD.",寺崎電気産業株式会社,3650,,
1072,NEC Corporation,日本電気株式会社,3650,JP3733000008,
1073,FUJITSU LIMITED,富士通株式会社,3650,JP3818000006,
1074,"Oki Electric Industry Company, Limited",沖電気工業株式会社,3650,0,
1075,"IWATSU ELECTRIC CO., LTD.",岩崎通信機株式会社,3650,,
1076,"Nippon Signal Company,Limited",日本信号株式会社,3650,,
1077,"Kyosan Electric Manufacturing Co.,Ltd.",株式会社京三製作所,3650,,
1078,Panasonic Corporation,パナソニック株式会社,3650,JP3866800000,
1079,Sharp Corporation,シャープ株式会社,3650,JP3359600008,
1080,ANRITSU CORPORATION,アンリツ株式会社,3650,JP3128800004,
1081,FUJITSU GENERAL LIMITED,株式会社富士通ゼネラル,3650,JP3818400008,
1082,SONY CORPORATION,ソニー株式会社,3650,JP3435000009,
1083,TDK Corporation,ＴＤＫ株式会社,3650,JP3538800008,
1084,"Teikoku Tsushin Kogyo Co.,Ltd",帝国通信工業株式会社,3650,,
1085,TAMURA CORPORATION,株式会社タムラ製作所,3650,,
1086,"Sanken Electric Co.,Ltd.",サンケン電気株式会社,3650,,
1087,"MEISEI ELECTRIC CO.,LTD.",明星電気株式会社,3650,,
1088,"ALPS ALPINE CO., LTD.",アルプスアルパイン株式会社,3650,,
1089,TB GROUP INC.,株式会社ＴＢグループ,3650,,
1090,"Foster Electric Company, Limited",フォスター電機株式会社,3650,0,
1091,DKK-TOA CORPORATION,東亜ディーケーケー株式会社,3650,,
1092,HOCHIKI CORPORATION,ホーチキ株式会社,3650,,
1093,NOHMI BOSAI LTD.,能美防災株式会社,3650,,
1094,SMK Corporation,ＳＭＫ株式会社,3650,,
1095,"SANYO DENKI CO.,LTD.",山洋電気株式会社,3650,,
1096,"NIHON DEMPA KOGYO CO., LTD.",日本電波工業株式会社,3650,,
1097,"YOKOWO CO.,LTD.",株式会社ヨコオ,3650,,
1098,"Tokyo Cosmoc Electric Co., Ltd.",東京コスモス電機株式会社,3650,,
1099,"Tensho Electric Industries Co., Ltd.",天昇電気工業株式会社,3200,,
1100,Hosiden Corporation,ホシデン株式会社,3650,,
1101,"Daido Signal Co.,Ltd.",大同信号株式会社,3650,,
1102,"HOKURIKU ELECTRIC INDUSTRY CO., LTD.",北陸電気工業株式会社,3650,,
1103,"IKEGAMI TSUSHINKI CO., LTD.",池上通信機株式会社,3650,,
1104,"Sansha Electric Manufacturing Co.,Ltd.",株式会社三社電機製作所,3650,,
1105,"TAIYO YUDEN CO., LTD.",太陽誘電株式会社,3650,,
1106,"NAKAYO, INC.",株式会社ナカヨ,3650,,
1107,"Japan Aviation Electronics Industry, Limited",日本航空電子工業株式会社,3650,,
1108,UNIDEN HOLDINGS CORPORATION,ユニデンホールディングス株式会社,3650,,
1109,TOA CORPORATION,ＴＯＡ株式会社,3650,,
1110,"FURUNO ELECTRIC CO., LTD.",古野電気株式会社,3650,,
1111,FUTABA CORPORATION,双葉電子工業株式会社,3650,,
1112,"RION CO.,LTD.",リオン株式会社,3650,,
1113,NF HOLDINGS CORPORATION,株式会社エヌエフホールディングス,3650,,
1114,"NIPPON ANTENNA CO.,LTD.",日本アンテナ株式会社,3650,,
1115,"AIPHONE CO.,LTD",アイホン株式会社,3650,,
1116,ICOM INCORPORATED,アイコム株式会社,3650,,
1117,"hokkai electrical construction company,incorporated",北海電気工事株式会社,2050,,
1118,"COSEL CO.,LTD.",コーセル株式会社,3650,,
1119,"HARADA INDUSTRY CO.,LTD.",原田工業株式会社,3650,,
1120,"Oi Electric Co.,Ltd.",大井電気株式会社,3650,,
1121,IMAGICA GROUP Inc.,株式会社ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,5250,,
1122,"FUNAI ELECTRIC CO.,LTD.",船井電機株式会社,3650,,
1123,"TAMAGAWA HOLDINGS CO.,LTD.",株式会社多摩川ホールディングス,3650,,
1124,"HONDA TSUSHIN KOGYO CO.,LTD.",本多通信工業株式会社,3650,,
1125,ALLIED TELESIS HOLDINGS K.K.,アライドテレシスホールディングス株式会社,3650,,
1126,SANTEC CORPORATION,サンテック株式会社,3650,,
1127,SEIKO EPSON CORPORATION,セイコーエプソン株式会社,3650,JP3414750004,
1128,"SAXA Holdings,Inc.",サクサホールディングス株式会社,3650,,
1129,"MEDIA LINKS CO.,LTD.",株式会社メディアリンクス,3650,,
1130,I-PEX Inc.,Ｉ‐ＰＥＸ株式会社,3650,,
1131,YOKOGAWA ELECTRIC CORPORATION,横河電機株式会社,3650,JP3955000009,
1132,Azbil Corporation,アズビル株式会社,3650,JP3937200008,
1133,"Stanley Electric Co.,Ltd.",スタンレー電気株式会社,3650,,
1134,TOSHIBA TEC CORPORATION,東芝テック株式会社,3650,,
1135,"SAWAFUJI ELECTRIC CO.,LTD.",澤藤電機株式会社,3650,,
1136,"IWASAKI ELECTRIC CO., LTD.",岩崎電気株式会社,3650,,
1137,"Shindengen Electric Manufacturing Co.,Ltd.",新電元工業株式会社,3650,,
1138,NITTO DENKO CORPORATION,日東電工株式会社,3200,JP3684000007,
1139,"Daikokuya Holdings Co.,LTD.",大黒屋ホールディングス株式会社,3650,,
1140,DENSO CORPORATION,株式会社デンソー,3700,JP3551500006,
1141,FDK CORPORATION,ＦＤＫ株式会社,3650,,
1142,"DKK Co.,Ltd.",電気興業株式会社,3650,,
1143,"TOKAI RIKA CO.,LTD.",株式会社東海理化電機製作所,3700,JP3566600007,
1144,SHIZUKI ELECTRIC COMPANY INC.,株式会社指月電機製作所,3650,,
1145,"HORIBA, Ltd.",株式会社堀場製作所,3650,JP3853000002,
1146,KOA CORPORATION,ＫＯＡ株式会社,3650,,
1147,NIHON KOHDEN CORPORATION,日本光電工業株式会社,3650,JP3706800004,
1148,nichicon corporation,ニチコン株式会社,3650,,
1149,JEOL Ltd.,日本電子株式会社,3650,,
1150,"JAPAN RESISTOR MFG.CO.,LTD.",株式会社日本抵抗器製作所,3650,,
1151,"Nippon Tungsten Co.,Ltd.",日本タングステン株式会社,3650,,
1152,CKD Corporation,ＣＫＤ株式会社,3600,,
1153,,森尾電機株式会社,3650,,
1154,SANDEN HOLDINGS CORPORATION,サンデンホールディングス株式会社,3600,,
1155,,株式会社村田製作所,3650,JP3914400001,
1156,"The Lead Co., Inc.",株式会社リード,3700,,
1157,"The Furukawa Battery Co.,Ltd.",古河電池株式会社,3650,,
1158,Makita Corporation,株式会社マキタ,3600,JP3862400003,
1159,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",株式会社共和電業,3650,,
1160,NIPPON CHEMI-CON CORPORATION,日本ケミコン株式会社,3650,,
1161,"OKAYA ELECTRIC INDUSTRIES CO.,LTD.",岡谷電機産業株式会社,3650,,
1162,USHIO INC.,ウシオ電機株式会社,3650,JP3156400008,
1163,"Seibu Electric & Machinery Co., Ltd.",西部電機株式会社,3600,,
1164,TEAC CORPORATION,ティアック株式会社,3650,,
1165,"MATSUO ELECTRIC CO.,LTD.",松尾電機株式会社,3650,,
1166,"CASIO COMPUTER CO.,LTD.",カシオ計算機株式会社,3650,JP3209000003,
1167,"HIROSE ELECTRIC CO.,LTD.",ヒロセ電機株式会社,3650,,
1168,"Chuo Seisakusho,Ltd.",株式会社中央製作所,3650,,
1169,"TECHNOL SEVEN CO.,LTD.",株式会社テクノ・セブン,3650,,
1170,"MABUCHI MOTOR CO., LTD.",マブチモーター株式会社,3650,,
1171,FANUC CORPORATION,ファナック株式会社,3650,JP3802400006,
1172,"Maxell Holdings, Ltd.",マクセルホールディングス株式会社,3650,,
1173,ADVANTEST CORPORATION,株式会社アドバンテスト,3650,JP3122400009,
1174,IDEC CORPORATION,ＩＤＥＣ株式会社,3650,,
1175,DAISHINKU CORP.,株式会社大真空,3650,,
1176,ROHM COMPANY LIMITED,ローム株式会社,3650,JP3982800009,
1177,"SANKO CO.,LTD.",株式会社サンコー,3650,,
1178,HAMAMATSU PHOTONICS K.K.,浜松ホトニクス株式会社,3650,JP3771800004,
1179,KONAMI HOLDINGS CORPORATION,コナミホールディングス株式会社,5250,,
1180,"SHINKO ELECTRIC INDUSTRIES CO., LTD.",新光電気工業株式会社,3650,,
1181,CMK CORPORATION,日本シイエムケイ株式会社,3650,,
1182,"SHIBAURA ELECTRONICS CO.,LTD.",株式会社芝浦電子,3650,,
1183,DAIWA   INDUSTRIES   LTD.,大和冷機工業株式会社,3600,,
1184,ZUKEN  INC.,株式会社図研,3650,,
1185,KEYENCE CORPORATION,株式会社キーエンス,3650,,
1186,"Nippon Avionics Co., Ltd.",日本アビオニクス株式会社,3650,,
1187,FUJITSU FRONTECH LIMITED,富士通フロンテック株式会社,3650,,
1188,SUMIDA CORPORATION,スミダコーポレーション株式会社,3650,,
1189,AIREX INC.,株式会社アイレックス,5250,,
1190,"NKK SWITCHES.CO.,LTD.",ＮＫＫスイッチズ株式会社,3650,,
1191,NIDEC CORPORATION,日本電産株式会社,3650,JP3734800000,
1192,MINATO HOLDINGS  INC.,ミナトホールディングス株式会社,3650,,
1193,"SOPHIA  HOLDINGS CO.,LTD.",株式会社ソフィアホールディングス,5250,,
1194,"YAMAICHI ELECTRONICS CO.,LTD.",山一電機株式会社,3650,,
1195,"NITTOKU CO., LTD.",ＮＩＴＴＯＫＵ株式会社,3600,,
1196,"SOSHIN ELECTRIC CO.,LTD.",双信電機株式会社,3650,,
1197,"SEIWA ELECTRIC MFG. CO., LTD.",星和電機株式会社,3650,,
1198,ENDO Lighting Corporation,株式会社遠藤照明,3650,,
1199,"Izu Shaboten Resort Co.,Ltd",伊豆シャボテンリゾート株式会社,9050,,
1200,"NIPPON CERAMIC CO.,LTD.",日本セラミック株式会社,3650,,
1201,"ENOMOTO CO.,LTD",株式会社エノモト,3650,,
1202,Lasertec corporation,レーザーテック株式会社,3650,,
1203,KEL CORPORATION,ケル株式会社,3650,,
1204,AVALDATA CORPORATION,株式会社アバールデータ,3650,,
1205,"I-O DATA DEVICE, INC.",株式会社アイ・オー・データ機器,3650,,
1206,"CHIYODA INTEGRE CO.,LTD.",千代田インテグレ株式会社,3650,,
1207,"SUKEGAWA ELECTRIC CO.,LTD",助川電気工業株式会社,3750,,
1208,"OPTEX GROUP Company,Limited",オプテックスグループ株式会社,3650,,
1209,HIOKI E.E.CORPORATION,日置電機株式会社,3650,,
1210,"KATSURAGAWA ELECTRIC CO.,LTD.",桂川電機株式会社,3600,,
1211,"MIRAI INDUSTRY CO.,LTD.",未来工業株式会社,3200,,
1212,KIKUSUI ELECTRONICS CORPORATION,菊水電子工業株式会社,3650,,
1213,LEADER ELECTRONICS CORPORATION,リーダー電子株式会社,3650,,
1214,FUKUSHIMA GALILEI CO. LTD.,フクシマガリレイ株式会社,3600,,
1215,"FUJI ELECTRIC INDUSTRY CO., LTD.",不二電機工業株式会社,3650,,
1216,"Y.A.C. HOLDINGS CO., LTD.",ワイエイシイホールディングス株式会社,3600,,
1217,"IRISO ELECTRONICS CO., LTD.",イリソ電子工業株式会社,3650,,
1218,"NADEX CO., LTD.",株式会社ナ・デックス,6050,,
1219,"SANSO ELECTRIC CO.,LTD.",三相電機株式会社,3650,,
1220,ASTI CORPORATION,ＡＳＴＩ株式会社,3650,,
1221,SYSMEX CORPORATION,シスメックス株式会社,3650,JP3351100007,
1222,"TOMITA ELECTRIC CO.,LTD.",トミタ電機株式会社,3650,,
1223,TWIN-BIRD CORPORATION,ツインバード工業株式会社,3650,,
1224,"Fenwal  Controls  of  Japan,  Ltd.",日本フェンオール株式会社,3650,,
1225,"PULSTEC INDUSTRIAL CO.,LTD.",パルステック工業株式会社,3650,,
1226,Ferrotec Holdings Corporation,株式会社フェローテックホールディングス,3650,,
1227,"TAKAMISAWA CYBERNETICS COMPANY,LTD.",株式会社高見沢サイバネティックス,3600,,
1228,"NEW COSMOS ELECTRIC CO., LTD",新コスモス電機株式会社,3650,,
1229,TOYO ELECTRIC CORPORATION,東洋電機株式会社,3650,,
1230,"MICRONICS JAPAN CO.,LTD.",株式会社日本マイクロニクス,3650,,
1231,"KYODEN COMPANY,LIMITED",株式会社キョウデン,3650,,
1232,KYORITSU ELECTRIC CORPORATION,協立電機株式会社,3650,,
1233,Obara Group Incorporated,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,3650,,
1234,MegaChips Corporation,株式会社メガチップス,3650,,
1235,JAPAN ELECTRONIC MATERIALS CORPORATION,日本電子材料株式会社,3650,,
1236,"AKIBA Holdings Co., Ltd.",株式会社ＡＫＩＢＡホールディングス,3650,,
1237,ALMEDIO INC.,株式会社アルメディオ,3800,,
1238,"ISHII HYOKI CO.,LTD.",株式会社石井表記,3600,,
1239,"KYOSHA CO.,LTD.",株式会社京写,3650,,
1240,TESEC Corporation,株式会社テセック,3600,,
1241,"AOI ELECTRONICS CO.,LTD.",アオイ電子株式会社,3650,,
1242,Roland DG Corporation,ローランド　ディー．ジー．株式会社,3650,,
1243,"NAGOYA ELECTRIC WORKS CO.,LTD.",名古屋電機工業株式会社,3650,,
1244,"Meiko Electronics Co., Ltd.",株式会社メイコー,3650,,
1245,RVH Inc. .,株式会社ＲＶＨ,3650,,
1246,"SUZUKI CO.,LTD.",株式会社鈴木,3650,,
1247,"Wacom Co.,Ltd.",株式会社ワコム,3650,,
1248,SAMCO INC.,サムコ　株式会社,3600,,
1249,"THine Electronics, Inc.",ザインエレクトロニクス株式会社,3650,,
1250,"OSG CORPORATION CO.,LTD.",株式会社ＯＳＧコーポレーション,3650,,
1251,"ELECOM CO.,LTD.",エレコム株式会社,3650,,
1252,EIZO Corporation,ＥＩＺＯ株式会社,3650,,
1253,SUNCORPORATION,サン電子株式会社,3650,,
1254,"Newtech Co., Ltd.",株式会社ニューテック,3650,,
1255,"DAIKOKU DENKI CO.,LTD.",ダイコク電機株式会社,3600,,
1256,PIXELA CORPORATION,株式会社ピクセラ,3650,,
1257,"Helios Techno Holding Co.,Ltd.",ヘリオス　テクノ　ホールディング株式会社,3650,,
1258,AXELL CORPORATION,株式会社アクセル,3650,,
1259,Renesas Electronics Corporation,ルネサスエレクトロニクス株式会社,3650,,
1260,A&T Corporation,株式会社エイアンドティー,3650,,
1261,Wintest Corp.,ウインテスト株式会社,3650,,
1262,MELCO HOLDINGS INC.,株式会社メルコホールディングス,3650,,
1263,GS Yuasa Corporation,株式会社　ジーエス・ユアサ　コーポレーション,3650,JP3385820000,
1264,"MCJ Co., Ltd.",株式会社ＭＣＪ,3650,,
1265,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",株式会社アドテックプラズマテクノロジー,3650,,
1266,RIVER ELETEC CORPORATION,リバーエレテック株式会社,3650,,
1267,"OPTOELECTRONICS CO.,LTD.",株式会社オプトエレクトロニクス,3650,,
1268,"AVIX,Inc.",アビックス株式会社,3800,,
1269,"TAIYO INDUSTRIAL CO.,LTD.",太洋工業株式会社,3650,,
1270,"Ubiteq,INC.",株式会社ユビテック,3650,,
1271,SUMCO CORPORATION,株式会社ＳＵＭＣＯ,3550,JP3322930003,
1272,"DDS, Inc.",株式会社ディー・ディー・エス,5250,,
1273,LECIP HOLDINGS CORPORATION,レシップホールディングス株式会社,3700,,
1274,"Shirai Electronics Indutrial Co.,Ltd",シライ電子工業株式会社,3650,,
1275,"MIMAKI ENGINEERING CO.,LTD.",株式会社ミマキエンジニアリング,3650,,
1276,KK DI-NIKKO ENGINEERING,株式会社大日光・エンジニアリング,3650,,
1277,"CONTEC CO.,LTD.",株式会社コンテック,3650,,
1278,C&G SYSTEMS INC.,株式会社Ｃ＆Ｇシステムズ,3650,,
1279,"SANNO Co.,Ltd",株式会社山王,3550,,
1280,"Mitsui E&S Holdings Co., Ltd.",株式会社三井Ｅ＆Ｓホールディングス,3700,,
1281,Hitachi Zosen Corporation,日立造船株式会社,3600,,
1282,"Mitsubishi Heavy Industries,Ltd.",三菱重工業株式会社,3600,JP3900000005,
1283,"Kawasaki Heavy Industries,Ltd.",川崎重工業株式会社,3700,JP3224200000,
1284,IHI Corporation,株式会社ＩＨＩ,3600,JP3134800006,
1285,"Namura Shipbuilding Co.,Ltd.",株式会社名村造船所,3700,,
1286,Naikai  Zosen  Corporation,内海造船株式会社,3700,,
1287,"NIPPON SHARYO, LTD.",日本車輌製造株式会社,3700,,
1288,"Mitsubishi Logisnext Co., Ltd.",三菱ロジスネクスト株式会社,3700,,
1289,"THE KINKI SHARYO CO.,LTD.",近畿車輛株式会社,3700,,
1290,"KOITO MANUFACTURING CO.,LTD.",株式会社小糸製作所,3650,JP3284600008,
1291,"NISSAN MOTOR CO., LTD.",日産自動車株式会社,3700,JP3672400003,
1292,ISUZU MOTORS LIMITED,いすゞ自動車株式会社,3700,JP3137200006,
1293,TOYOTA MOTOR CORPORATION,トヨタ自動車株式会社,3700,JP3633400001,
1294,"HINO MORTORS,LTD.",日野自動車株式会社,3700,JP3792600003,
1295,KYB Corporation,ＫＹＢ株式会社,3700,,
1296,"NISSAN SHATAI CO.,LTD.",日産車体株式会社,3700,,
1297,SUBARU CORPORATION,株式会社ＳＵＢＡＲＵ,3700,JP3814800003,
1298,"PRESS KOGYO CO.,LTD.",プレス工業株式会社,3700,,
1299,"T.RAD Co.,Ltd.",株式会社ティラド,3700,,
1300,"TOKYO RADIATOR MFG. CO., LTD.",東京ラヂエーター製造株式会社,3700,,
1301,"AKEBONO BRAKE INDUSTRY CO.,LTD.",曙ブレーキ工業株式会社,3700,,
1302,"AISAN INDUSTRY CO., LTD",愛三工業株式会社,3700,,
1303,Mazda Motor Corporation,マツダ株式会社,3700,JP3868400007,
1304,"HONDA MOTOR CO., LTD.",本田技研工業株式会社,3700,JP3854600008,
1305,suzuki motor corporation,スズキ株式会社,3700,JP3397200001,
1306,"Yamaha Motor Co., Ltd.",ヤマハ発動機株式会社,3700,JP3942800008,
1307,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",極東開発工業株式会社,3700,,
1308,"nikki co.,ltd",株式会社ニッキ,3700,,
1309,MIKUNI CORPORATION,株式会社ミクニ,3700,,
1310,"NIPPON GEAR CO.,LTD.",日本ギア工業株式会社,3600,,
1311,"KASAI KOGYO CO .,LTD.",河西工業株式会社,3700,,
1312,"DAIDO METAL CO., LTD.",大同メタル工業株式会社,3700,,
1313,NOK CORPORATION,ＮＯＫ株式会社,3700,JP3164800009,
1314,"ICHIKOH INDUSTRIES, LTD.",市光工業株式会社,3650,,
1315,"PACIFIC INDUSTRIAL CO.,LTD.",太平洋工業株式会社,3700,,
1316,YAMADA CORPORATION,株式会社　ヤマダコーポレーション,3600,,
1317,UNIVANCE CORPORATION,株式会社ユニバンス,3700,,
1318,SHOWA CORPORATION,株式会社ショーワ,3700,,
1319,METALART CORPORATION,株式会社メタルアート,3450,,
1320,"NITTAN VALVE CO.,LTD.",日鍛バルブ株式会社,3700,,
1321,UNIPRES CORPORATION,ユニプレス株式会社,3700,JP3952550006,
1322,"FUTABA INDUSTRIAL CO., LTD.",フタバ産業株式会社,3700,,
1323,KEIHIN CORPORATION,株式会社　ケーヒン,3700,,
1324,"TAIHO KOGYO CO.,LTD.",大豊工業株式会社,3600,,
1325,"TBK Co.,Ltd.",株式会社ＴＢＫ,3700,,
1326,EXEDY Corporation,株式会社エクセディ,3700,JP3161160001,
1327,HI-LEX CORPORATION,株式会社ハイレックスコーポレーション,3700,,
1328,MITSUBA Corporation,株式会社ミツバ,3650,,
1329,"TACHI-S CO.,LTD.",株式会社タチエス,3700,,
1330,MITSUBISHI MOTORS CORPORATION,三菱自動車工業株式会社,3700,JP3899800001,
1331,"NIPPON SEIKI CO.,LTD.",日本精機株式会社,3700,,
1332,"NIHON PLAST CO.,LTD.",日本プラスト株式会社,3700,,
1333,MURAKAMI CORPORATION,株式会社村上開明堂,3700,,
1334,YOROZU CORPORATION,株式会社ヨロズ,3700,,
1335,"F.C.C.CO.,LTD.",株式会社エフ・シー・シー,3700,,
1336,"H-ONE CO.,LTD.",株式会社エイチワン,3550,,
1337,"CAR MATE MFG.CO.,LTD",株式会社カーメイト,3700,,
1338,"YACHIYO INDUSTRY CO., LTD.",八千代工業株式会社,3700,,
1339,FUJI OOZX Inc.,フジオーゼックス株式会社,3700,,
1340,"IKUYO CO.,LTD.",株式会社イクヨ,3700,,
1341,YASUNAGA CORPORATION,株式会社安永,3700,,
1342,G-TEKT CORPORATION,株式会社ジーテクト,3550,,
1343,F-TECH INC.,株式会社エフテック,3700,,
1344,TATSUMI Corporation,株式会社タツミ,3700,,
1345,"Imasen Electric Industrial Co.,Ltd.",株式会社今仙電機製作所,3700,,
1346,"EIKEN INDUSTRIES CO.,LTD",エイケン工業株式会社,3700,,
1347,ASKA CORPORATION,アスカ株式会社,3700,,
1348,MURO CORPORATION,株式会社ムロコーポレーション,3700,,
1349,"NISSIN KOGYO CO.,LTD.",日信工業株式会社,3700,,
1350,"YUTAKA GIKEN CO.,LTD.",株式会社ユタカ技研,3700,,
1351,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",武蔵精密工業株式会社,3700,,
1352,"HKS CO.,LTD.",株式会社エッチ・ケー・エス,3700,,
1353,"TANAKA SEIMITSU KOGYO CO.,LTD.",田中精密工業株式会社,3700,,
1354,"TEIN,INC.",株式会社テイン,3700,,
1355,ALPHA Corporation,株式会社アルファ,3550,,
1356,"FALTEC Co.,Ltd.",株式会社ファルテック,3700,,
1357,GMB CORPORATION,ＧＭＢ株式会社,3700,,
1358,KANEMITSU CORPORATION,株式会社カネミツ,3700,,
1359,"ShinMaywa Industries, Ltd.",新明和工業株式会社,3700,,
1360,JAMCO CORPORATION,株式会社ジャムコ,3700,,
1361,"SUMITOMO PRECISION PRODUCTS CO., LTD.",住友精密工業株式会社,3600,,
1362,SHIMANO INC.,株式会社シマノ,3700,,
1363,"ARAYA INDUSTRIAL CO.,LTD.",新家工業株式会社,3450,,
1364,Shimadzu Corporation,株式会社　島津製作所,3750,JP3357200009,
1365,TOKYO KEIKI INC.,東京計器株式会社,3750,,
1366,,愛知時計電機株式会社,3750,,
1367,KURODA PRECISION INDUSTRIES LTD.,黒田精工株式会社,3600,,
1368,OVAL Corporation,株式会社オーバル,3750,,
1369,NIKON CORPORATION,株式会社ニコン,3750,JP3657400002,
1370,OLYMPUS CORPORATION,オリンパス株式会社,3750,JP3201200007,
1371,CANON INC.,キヤノン株式会社,3650,JP3242800005,
1372,"RICOH COMPANY,LTD.",株式会社リコー,3650,JP3973400009,
1373,SEIKO HOLDINGS CORPORATION,セイコーホールディングス株式会社,3750,,
1374,"Citizen Watch Co., Ltd.",シチズン時計株式会社,3750,JP3352400000,
1375,"JECO CO.,LTD.",ジェコー株式会社,3750,,
1376,"RIKEN KEIKI CO.,LTD",理研計器株式会社,3750,,
1377,Chino Corporation,株式会社チノー,3650,,
1378,SEKONIC CORPORATION,株式会社セコニック,3600,,
1379,"SCREEN Holdings Co., Ltd.",株式会社ＳＣＲＥＥＮホールディングス,3650,JP3494600004,
1380,"TOKYO SEIMITSU CO., LTD.",株式会社東京精密,3750,,
1381,"Mitsui High-tec, Inc.",株式会社三井ハイテック,3650,,
1382,"RHYTHM CO.,LTD.",リズム株式会社,3750,,
1383,"NITTO SEIKO CO.,LTD.",日東精工株式会社,3550,,
1384,TOPCON CORPORATION,株式会社　トプコン,3750,,
1385,CANON ELECTRONICS INC.,キヤノン電子株式会社,3650,,
1386,"STAR MICRONICS CO.,LTD.",スター精密株式会社,3600,,
1387,"JMS CO.,LTD.",株式会社ジェイ・エム・エス（称号　株式会社　ＪＭＳ）,3750,,
1388,"FUKUDA DENSHI CO.,LTD.",フクダ電子株式会社,3650,,
1389,"MUTOH HOLDINGS CO., LTD.",ＭＵＴＯＨホールディングス株式会社,3650,,
1390,"ONO SOKKI Co.,Ltd.",株式会社小野測器,3650,,
1391,ESPEC CORP.,エスペック株式会社,3650,,
1392,"Tamron Co.,Ltd.",株式会社タムロン,3750,,
1393,"HOGY MEDICAL CO.,LTD.",株式会社ホギメディカル,3100,,
1394,GL Sciences Inc.,ジーエルサイエンス株式会社,3750,,
1395,"Noritsu Koki Co.,Ltd.",ノーリツ鋼機株式会社,3750,,
1396,"SIGMA KOKI  CO.,LTD.",シグマ光機株式会社,3750,,
1397,ACMOS INC.,アクモス株式会社,5250,,
1398,"Nihon Seimitsu Co.,Ltd.",日本精密株式会社,3750,,
1399,RORZE CORPORATION,ローツェ株式会社,3600,,
1400,"NAGANO KEIKI  CO., LTD.",長野計器株式会社,3750,,
1401,NAKANISHI INC.,株式会社ナカニシ,3750,,
1402,"NIHON TRIM.,CO.LTD.",株式会社日本トリム,3650,,
1403,"V Technology Co., Ltd.",株式会社ブイ・テクノロジー,3750,,
